Beta,Mu,Initial_Ratio,MC_Rho,MMCA_Rho
0.78,0.7,0.1,0.5887025,
0.8,0.7,0.1,0.5882474999999999,
0.8200000000000001,0.7,0.1,0.5882275,
0.84,0.7,0.1,0.5880974999999999,
0.86,0.7,0.1,0.588175,
0.88,0.7,0.1,0.5876075000000001,
0.9,0.7,0.1,0.58815,
0.92,0.7,0.1,0.5879774999999999,
0.9400000000000001,0.7,0.1,0.5878375,
0.96,0.7,0.1,0.5885724999999999,
0.98,0.7,0.1,0.5878074999999999,
1.0,0.7,0.1,0.5880075,
0.0,0.9,0.1,0.0,4.871276583495407e-05
0.02,0.9,0.1,0.0,0.00011971991583601421
0.04,0.9,0.1,0.0,0.0006858508075079785
0.06,0.9,0.1,0.15722499999999998,0.2518259780463261
0.08,0.9,0.1,0.30245,0.43774886209562214
0.1,0.9,0.1,0.37695,
0.12,0.9,0.1,0.42313,
0.14,0.9,0.1,0.45167750000000007,
0.16,0.9,0.1,0.471905,
0.18,0.9,0.1,0.48651500000000003,
0.2,0.9,0.1,0.49674,
0.22,0.9,0.1,0.504565,
0.24,0.9,0.1,0.509225,
0.26,0.9,0.1,0.51369,
0.28,0.9,0.1,0.5160375,
0.3,0.9,0.1,0.5186825,
0.32,0.9,0.1,0.52041,
0.34,0.9,0.1,0.5218849999999999,
0.36,0.9,0.1,0.5227075000000001,
0.38,0.9,0.1,0.523865,
0.4,0.9,0.1,0.5243325,
0.42,0.9,0.1,0.5246675,
0.44,0.9,0.1,0.5249325,
0.46,0.9,0.1,0.52529,
0.48,0.9,0.1,0.525705,
0.5,0.9,0.1,0.5255125,
0.52,0.9,0.1,0.5257525000000001,
0.54,0.9,0.1,0.525835,
0.56,0.9,0.1,0.5261125,
0.58,0.9,0.1,0.5263625000000001,
0.6,0.9,0.1,0.5264225,
0.62,0.9,0.1,0.52607,
0.64,0.9,0.1,0.526305,
0.66,0.9,0.1,0.5260325,
0.68,0.9,0.1,0.5263075,
0.7000000000000001,0.9,0.1,0.52643,
0.72,0.9,0.1,0.5260425,
0.74,0.9,0.1,0.526455,
0.76,0.9,0.1,0.526015,
0.78,0.9,0.1,0.5266225,
0.8,0.9,0.1,0.526415,
0.8200000000000001,0.9,0.1,0.526255,
0.84,0.9,0.1,0.526405,
0.86,0.9,0.1,0.5262175,
0.88,0.9,0.1,0.52625,
0.9,0.9,0.1,0.5266075000000001,
0.92,0.9,0.1,0.52614,
0.9400000000000001,0.9,0.1,0.5266474999999999,
0.96,0.9,0.1,0.526085,
0.98,0.9,0.1,0.526065,
1.0,0.9,0.1,0.52655,
0.0,0.1,0.2,0.0,0.000484291651975692
